person,state,district,vote,name,party
400142,NJ,11,Yea,"Rep. Rodney Frelinghuysen [R, 1995-2018]",Republican
400154,VA,6,Yea,"Rep. Bob Goodlatte [R, 1993-2018]",Republican
400157,TX,12,Yea,"Rep. Kay Granger [R, 1997-2022]",Republican
400158,MO,6,Yea,"Rep. Sam Graves [R, 2001-2022]",Republican
400160,TX,29,Nay,"Rep. Gene Green [D, 1993-2018]",Democrat
400162,AZ,3,Nay,"Rep. Raúl Grijalva [D, 2013-2022]",Democrat
400163,IL,4,Nay,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat
400170,FL,20,Nay,"Rep. Alcee Hastings [D, 2013-2021]",Democrat
400175,TX,5,Yea,"Rep. Jeb Hensarling [R, 2003-2018]",Republican
400189,MD,5,Nay,"Rep. Steny Hoyer [D, 1981-2022]",Democrat
400196,CA,49,Yea,"Rep. Darrell Issa [R, 2003-2018]",Republican
400199,TX,18,Nay,"Rep. Sheila Jackson Lee [D, 1995-2022]",Democrat
400204,TX,30,Nay,"Rep. Eddie Johnson [D, 1993-2022]",Democrat
400206,TX,3,Yea,"Rep. Sam Johnson [R, 1991-2018]",Republican
400209,NC,3,Not Voting,"Rep. Walter Jones Jr. [R, 1995-2019]",Republican
400211,OH,9,Nay,"Rep. Marcy Kaptur [D, 1983-2022]",Democrat
400218,WI,3,Nay,"Rep. Ron Kind [D, 1997-2022]",Democrat
400219,NY,2,Yea,"Rep. Peter “Pete” King [R, 2013-2020]",Republican
400220,IA,4,Yea,"Rep. Steve King [R, 2013-2020]",Republican
400230,RI,2,Nay,"Rep. James “Jim” Langevin [D, 2001-2022]",Democrat
400232,WA,2,Nay,"Rep. Rick Larsen [D, 2001-2022]",Democrat
400233,CT,1,Nay,"Rep. John Larson [D, 1999-2022]",Democrat
400237,CA,13,Nay,"Rep. Barbara Lee [D, 2013-2022]",Democrat
400238,MI,9,Nay,"Rep. Sander Levin [D, 2013-2018]",Democrat
400240,GA,5,Nay,"Rep. John Lewis [D, 1987-2020]",Democrat
400244,NJ,2,Nay,"Rep. Frank LoBiondo [R, 1995-2018]",Republican
400245,CA,19,Nay,"Rep. Zoe Lofgren [D, 2013-2022]",Democrat
400246,NY,17,Nay,"Rep. Nita Lowey [D, 2013-2020]",Democrat
400247,OK,3,Yea,"Rep. Frank Lucas [R, 2003-2022]",Republican
400249,MA,8,Nay,"Rep. Stephen Lynch [D, 2013-2022]",Democrat
400251,NY,12,Nay,"Rep. Carolyn Maloney [D, 2013-2022]",Democrat
400259,MN,4,Nay,"Rep. Betty McCollum [D, 2001-2022]",Democrat
400263,MA,2,Nay,"Rep. James “Jim” McGovern [D, 2013-2022]",Democrat
400271,NY,5,Nay,"Rep. Gregory Meeks [D, 2013-2022]",Democrat
400289,NY,10,Nay,"Rep. Jerrold Nadler [D, 2013-2022]",Democrat
400290,CA,32,Nay,"Rep. Grace Napolitano [D, 2013-2022]",Democrat
400291,MA,1,Nay,"Rep. Richard Neal [D, 2013-2022]",Democrat
400297,CA,22,Yea,"Rep. Devin Nunes [R, 2013-2022]",Republican
400308,NJ,6,Nay,"Rep. Frank Pallone Jr. [D, 1993-2022]",Democrat
400309,NJ,9,Nay,"Rep. Bill Pascrell Jr. [D, 2013-2022]",Democrat
400313,NM,2,Yea,"Rep. Stevan “Steve” Pearce [R, 2011-2018]",Republican
400314,CA,12,Nay,"Rep. Nancy Pelosi [D, 2013-2022]",Democrat
400316,MN,7,Not Voting,"Rep. Collin Peterson [D, 1991-2020]",Democrat
400326,NC,4,Nay,"Rep. David Price [D, 1997-2022]",Democrat
400340,KY,5,Yea,"Rep. Harold “Hal” Rogers [R, 1981-2022]",Republican
400341,AL,3,Yea,"Rep. Mike Rogers [R, 2003-2022]",Republican
400343,CA,48,Yea,"Rep. Dana Rohrabacher [R, 2013-2018]",Republican
400344,FL,27,Yea,"Rep. Ileana Ros-Lehtinen [R, 2013-2018]",Republican
400347,CA,40,Nay,"Rep. Lucille Roybal-Allard [D, 2013-2022]",Democrat
400348,CA,39,Yea,"Rep. Edward “Ed” Royce [R, 2013-2018]",Republican
400349,MD,2,Nay,"Rep. A. Dutch Ruppersberger [D, 2003-2022]",Democrat
400350,IL,1,Nay,"Rep. Bobby Rush [D, 1993-2022]",Democrat
400352,OH,13,Nay,"Rep. Tim Ryan [D, 2013-2022]",Democrat
400355,CA,38,Nay,"Rep. Linda Sánchez [D, 2013-2022]",Democrat
400360,IL,9,Nay,"Rep. Janice “Jan” Schakowsky [D, 1999-2022]",Democrat
400361,CA,28,Nay,"Rep. Adam Schiff [D, 2013-2022]",Democrat
400363,GA,13,Nay,"Rep. David Scott [D, 2003-2022]",Democrat
400364,VA,3,Nay,"Rep. Robert “Bobby” Scott [D, 1993-2022]",Democrat
400365,WI,5,Nay,"Rep. James Sensenbrenner Jr. [R, 2003-2020]",Republican
400366,NY,15,Nay,"Rep. José Serrano [D, 2013-2020]",Democrat
400367,TX,32,Yea,"Rep. Pete Sessions [R, 2003-2018]",Republican
400371,CA,30,Nay,"Rep. Brad Sherman [D, 2013-2022]",Democrat
400373,IL,15,Yea,"Rep. John Shimkus [R, 2013-2020]",Republican
400376,ID,2,Yea,"Rep. Michael “Mike” Simpson [R, 1999-2022]",Republican
400379,WA,9,Nay,"Rep. Adam Smith [D, 1997-2022]",Democrat
400380,NJ,4,Yea,"Rep. Christopher “Chris” Smith [R, 1981-2022]",Republican
400381,TX,21,Yea,"Rep. Lamar Smith [R, 1987-2018]",Republican
400402,MS,2,Nay,"Rep. Bennie Thompson [D, 1993-2022]",Democrat
400403,CA,5,Nay,"Rep. Mike Thompson [D, 2013-2022]",Democrat
400404,TX,13,Yea,"Rep. Mac Thornberry [R, 1995-2020]",Republican
400411,OH,10,Yea,"Rep. Michael Turner [R, 2013-2022]",Republican
400414,MI,6,Yea,"Rep. Fred Upton [R, 1993-2022]",Republican
400416,NY,7,Nay,"Rep. Nydia Velázquez [D, 2013-2022]",Democrat
400417,IN,1,Nay,"Rep. Peter Visclosky [D, 1985-2020]",Democrat
400419,OR,2,Yea,"Rep. Greg Walden [R, 1999-2020]",Republican
400422,CA,43,Nay,"Rep. Maxine Waters [D, 2013-2022]",Democrat
400433,SC,2,Yea,"Rep. Joe Wilson [R, 2001-2022]",Republican
400440,AK,0,Yea,"Rep. Don Young [R, 1973-2022]",Republican
400607,SC,1,Yea,"Rep. Marshall “Mark” Sanford [R, 2013-2018]",Republican
400616,NC,1,Nay,"Rep. George “G.K.” Butterfield Jr. [D, 2004-2022]",Democrat
400618,CA,16,Nay,"Rep. Jim Costa [D, 2013-2022]",Democrat
400623,FL,23,Nay,"Rep. Debbie Wasserman Schultz [D, 2013-2022]",Democrat
400630,IL,3,Nay,"Rep. Daniel Lipinski [D, 2005-2020]",Democrat
400639,MO,5,Nay,"Rep. Emanuel Cleaver II [D, 2005-2022]",Democrat
400640,NE,1,Yea,"Rep. Jeff Fortenberry [R, 2005-2022]",Republican
400641,NY,26,Nay,"Rep. Brian Higgins [D, 2013-2022]",Democrat
400643,NC,5,Yea,"Rep. Virginia Foxx [R, 2005-2022]",Republican
400644,NC,10,Yea,"Rep. Patrick McHenry [R, 2005-2022]",Republican
400651,TX,1,Yea,"Rep. Louie Gohmert Jr. [R, 2005-2022]",Republican
400652,TX,2,Yea,"Rep. Ted Poe [R, 2005-2018]",Republican
400653,TX,9,Nay,"Rep. Al Green [D, 2005-2022]",Democrat
400654,TX,10,Yea,"Rep. Michael McCaul [R, 2005-2022]",Republican
400655,TX,11,Yea,"Rep. Michael Conaway [R, 2005-2020]",Republican
400656,TX,24,Yea,"Rep. Kenny Marchant [R, 2005-2020]",Republican
400657,TX,28,Nay,"Rep. Henry Cuellar [D, 2005-2022]",Democrat
400659,WA,5,Yea,"Rep. Cathy Rodgers [R, 2005-2022]",Republican
400660,WA,8,Yea,"Rep. David Reichert [R, 2005-2018]",Republican
400661,WI,4,Nay,"Rep. Gwen Moore [D, 2005-2022]",Democrat
400663,CA,6,Nay,"Rep. Doris Matsui [D, 2013-2022]",Democrat
408211,MN,8,Nay,"Rep. Richard Nolan [D, 2013-2018]",Democrat
409888,PA,9,Yea,"Rep. Bill Shuster [R, 2001-2018]",Republican
412186,NJ,8,Nay,"Rep. Albio Sires [D, 2013-2022]",Democrat
412189,CA,9,Nay,"Rep. Jerry McNerney [D, 2013-2022]",Democrat
412190,CA,23,Yea,"Rep. Kevin McCarthy [R, 2013-2022]",Republican
412191,CO,5,Yea,"Rep. Doug Lamborn [R, 2007-2022]",Republican
412192,CO,7,Nay,"Rep. Ed Perlmutter [D, 2007-2022]",Democrat
412193,CT,2,Nay,"Rep. Joe Courtney [D, 2007-2022]",Democrat
412195,FL,14,Nay,"Rep. Kathy Castor [D, 2013-2022]",Democrat
412196,FL,16,Nay,"Rep. Vern Buchanan [R, 2013-2022]",Republican
412199,GA,4,Nay,"Rep. Henry “Hank” Johnson Jr. [D, 2007-2022]",Democrat
412202,IL,6,Yea,"Rep. Peter Roskam [R, 2007-2018]",Republican
412209,IA,2,Nay,"Rep. David Loebsack [D, 2007-2020]",Democrat
412211,KY,3,Nay,"Rep. John Yarmuth [D, 2007-2022]",Democrat
412212,MD,3,Nay,"Rep. John Sarbanes [D, 2007-2022]",Democrat
412213,MI,7,Yea,"Rep. Tim Walberg [R, 2011-2022]",Republican
412214,MN,1,Not Voting,"Rep. Timothy Walz [D, 2007-2018]",Democrat
412215,MN,5,Not Voting,"Rep. Keith Ellison [D, 2007-2018]",Democrat
412217,NE,3,Yea,"Rep. Adrian Smith [R, 2007-2022]",Republican
412219,NH,1,Nay,"Rep. Carol Shea-Porter [D, 2017-2018]",Democrat
412221,NY,9,Nay,"Rep. Yvette Clarke [D, 2013-2022]",Democrat
412226,OH,4,Yea,"Rep. Jim Jordan [R, 2007-2022]",Republican
412236,TN,9,Nay,"Rep. Steve Cohen [D, 2007-2022]",Democrat
412239,VT,0,Nay,"Rep. Peter Welch [D, 2007-2022]",Democrat
412250,FL,12,Yea,"Rep. Gus Bilirakis [R, 2013-2022]",Republican
412254,MA,3,Nay,"Rep. Niki Tsongas [D, 2013-2018]",Democrat
412255,VA,1,Yea,"Rep. Robert Wittman [R, 2007-2022]",Republican
412256,OH,5,Yea,"Rep. Robert Latta [R, 2007-2022]",Republican
412257,IL,11,Nay,"Rep. Bill Foster [D, 2013-2022]",Democrat
412258,IN,7,Nay,"Rep. André Carson [D, 2008-2022]",Democrat
412259,CA,14,Not Voting,"Rep. Jackie Speier [D, 2013-2022]",Democrat
412261,LA,1,Yea,"Rep. Steve Scalise [R, 2008-2022]",Republican
412271,CO,6,Yea,"Rep. Mike Coffman [R, 2009-2018]",Republican
412272,VA,11,Nay,"Rep. Gerald Connolly [D, 2009-2022]",Democrat
412278,KY,2,Yea,"Rep. Brett Guthrie [R, 2009-2022]",Republican
412280,MS,3,Yea,"Rep. Gregg Harper [R, 2009-2018]",Republican
412282,CT,4,Nay,"Rep. James Himes [D, 2009-2022]",Democrat
412283,CA,50,Yea,"Rep. Duncan Hunter [R, 2013-2020]",Republican
412284,KS,2,Yea,"Rep. Lynn Jenkins [R, 2009-2018]",Republican
412290,NJ,7,Yea,"Rep. Leonard Lance [R, 2009-2018]",Republican
412292,MO,3,Yea,"Rep. Blaine Luetkemeyer [R, 2013-2022]",Republican
412293,NM,3,Nay,"Rep. Ben Luján [D, 2009-2020]",Democrat
412295,CA,4,Yea,"Rep. Tom McClintock [R, 2009-2022]",Republican
412302,TX,22,Yea,"Rep. Pete Olson [R, 2009-2020]",Republican
412303,MN,3,Yea,"Rep. Erik Paulsen [R, 2009-2018]",Republican
412307,ME,1,Nay,"Rep. Chellie Pingree [D, 2009-2022]",Democrat
412308,CO,2,Nay,"Rep. Jared Polis [D, 2009-2018]",Democrat
412309,FL,8,Yea,"Rep. Bill Posey [R, 2013-2022]",Republican
412310,TN,1,Yea,"Rep. David “Phil” Roe [R, 2009-2020]",Republican
412311,FL,17,Yea,"Rep. Thomas Rooney [R, 2013-2018]",Republican
412315,OR,5,Nay,"Rep. Kurt Schrader [D, 2009-2022]",Democrat
412317,PA,5,Yea,"Rep. Glenn Thompson [R, 2009-2018]",Republican
412318,NV,1,Nay,"Rep. Dina Titus [D, 2013-2022]",Democrat
412319,NY,20,Nay,"Rep. Paul Tonko [D, 2013-2022]",Democrat
412327,OH,11,Not Voting,"Rep. Marcia Fudge [D, 2008-2021]",Democrat
412331,IL,5,Nay,"Rep. Mike Quigley [D, 2009-2022]",Democrat
412379,CA,27,Nay,"Rep. Judy Chu [D, 2013-2022]",Democrat
412382,CA,3,Nay,"Rep. John Garamendi [D, 2013-2022]",Democrat
412385,FL,22,Nay,"Rep. Theodore “Ted” Deutch [D, 2017-2022]",Democrat
412388,GA,14,Yea,"Rep. Tom Graves [R, 2013-2020]",Republican
412393,NY,23,Yea,"Rep. Tom Reed [R, 2013-2022]",Republican
412394,AL,2,Yea,"Rep. Martha Roby [R, 2011-2020]",Republican
412395,AL,5,Nay,"Rep. Mo Brooks [R, 2011-2022]",Republican
412396,AL,7,Nay,"Rep. Terri Sewell [D, 2011-2022]",Democrat
412397,AZ,4,Yea,"Rep. Paul Gosar [R, 2013-2022]",Republican
412399,AZ,6,Yea,"Rep. David Schweikert [R, 2013-2022]",Republican
412400,AR,1,Yea,"Rep. Eric “Rick” Crawford [R, 2011-2022]",Republican
412402,AR,3,Yea,"Rep. Steve Womack [R, 2011-2022]",Republican
412403,CA,10,Yea,"Rep. Jeff Denham [R, 2013-2018]",Republican
412404,CA,37,Nay,"Rep. Karen Bass [D, 2013-2022]",Democrat
412405,CO,3,Yea,"Rep. Scott Tipton [R, 2011-2020]",Republican
412410,FL,11,Yea,"Rep. Daniel Webster [R, 2017-2022]",Republican
412411,FL,15,Yea,"Rep. Dennis Ross [R, 2013-2018]",Republican
412412,FL,24,Nay,"Rep. Frederica Wilson [D, 2013-2022]",Democrat
412416,GA,7,Yea,"Rep. Rob Woodall [R, 2011-2020]",Republican
412417,GA,8,Yea,"Rep. Austin Scott [R, 2011-2022]",Republican
412418,HI,1,Not Voting,"Rep. Colleen Hanabusa [D, 2016-2018]",Democrat
412419,ID,1,Nay,"Rep. Raúl Labrador [R, 2011-2018]",Republican
412421,IL,16,Yea,"Rep. Adam Kinzinger [R, 2013-2022]",Republican
412422,IL,14,Yea,"Rep. Randy Hultgren [R, 2011-2018]",Republican
412426,IN,4,Yea,"Rep. Todd Rokita [R, 2011-2018]",Republican
412427,IN,8,Yea,"Rep. Larry Bucshon [R, 2011-2022]",Republican
412430,KS,3,Yea,"Rep. Kevin Yoder [R, 2011-2018]",Republican
412432,LA,2,Not Voting,"Rep. Cedric Richmond [D, 2011-2021]",Democrat
412434,MD,1,Yea,"Rep. Andy Harris [R, 2011-2022]",Republican
412435,MA,9,Nay,"Rep. William Keating [D, 2013-2022]",Democrat
412437,MI,2,Yea,"Rep. Bill Huizenga [R, 2011-2022]",Republican
412438,MI,3,Nay,"Rep. Justin Amash [R, 2011-2020]",Republican
412443,MS,4,Yea,"Rep. Steven Palazzo [R, 2011-2022]",Republican
412444,MO,4,Yea,"Rep. Vicky Hartzler [R, 2011-2022]",Republican
412445,MO,7,Yea,"Rep. Billy Long [R, 2011-2022]",Republican
412460,OH,6,Yea,"Rep. Bill Johnson [R, 2011-2022]",Republican
412461,OH,15,Yea,"Rep. Steve Stivers [R, 2011-2022]",Republican
412462,OH,16,Yea,"Rep. James Renacci [R, 2011-2018]",Republican
412463,OH,7,Yea,"Rep. Bob Gibbs [R, 2013-2022]",Republican
412465,PA,3,Yea,"Rep. Mike Kelly [R, 2011-2018]",Republican
412468,PA,10,Yea,"Rep. Tom Marino [R, 2011-2018]",Republican
412469,PA,11,Yea,"Rep. Lou Barletta [R, 2011-2018]",Republican
412470,RI,1,Nay,"Rep. David Cicilline [D, 2011-2022]",Democrat
412472,SC,3,Yea,"Rep. Jeff Duncan [R, 2011-2022]",Republican
412473,SC,4,Yea,"Rep. Trey Gowdy [R, 2011-2018]",Republican
412475,SD,0,Yea,"Rep. Kristi Noem [R, 2011-2018]",Republican
412476,TN,3,Yea,"Rep. Charles “Chuck” Fleischmann [R, 2011-2022]",Republican
412477,TN,4,Yea,"Rep. Scott DesJarlais [R, 2011-2022]",Republican
412478,TN,6,Not Voting,"Rep. Diane Black [R, 2011-2018]",Republican
412480,TX,17,Yea,"Rep. Bill Flores [R, 2011-2020]",Republican
412485,VA,9,Yea,"Rep. Morgan Griffith [R, 2011-2022]",Republican
412486,WA,3,Yea,"Rep. Jaime Herrera Beutler [R, 2011-2022]",Republican
412487,WV,1,Yea,"Rep. David McKinley [R, 2011-2022]",Republican
412488,WI,7,Yea,"Rep. Sean Duffy [R, 2011-2019]",Republican
412500,NV,2,Yea,"Rep. Mark Amodei [R, 2011-2022]",Republican
412501,OR,1,Nay,"Rep. Suzanne Bonamici [D, 2012-2022]",Democrat
412503,KY,4,Nay,"Rep. Thomas Massie [R, 2012-2022]",Republican
412505,WA,1,Nay,"Rep. Suzan DelBene [D, 2012-2022]",Democrat
412506,NJ,10,Nay,"Rep. Donald Payne Jr. [D, 2012-2022]",Democrat
412509,AZ,9,Nay,"Rep. Kyrsten Sinema [D, 2013-2018]",Democrat
412510,CA,1,Yea,"Rep. Doug LaMalfa [R, 2013-2022]",Republican
412511,CA,2,Nay,"Rep. Jared Huffman [D, 2013-2022]",Democrat
412512,CA,7,Nay,"Rep. Ami Bera [D, 2013-2022]",Democrat
412513,CA,8,Yea,"Rep. Paul Cook [R, 2013-2020]",Republican
412514,CA,15,Nay,"Rep. Eric Swalwell [D, 2013-2022]",Democrat
412515,CA,21,Yea,"Rep. David Valadao [R, 2013-2018]",Republican
412516,CA,26,Nay,"Rep. Julia Brownley [D, 2013-2022]",Democrat
412517,CA,29,Not Voting,"Rep. Tony Cárdenas [D, 2013-2022]",Democrat
412519,CA,36,Nay,"Rep. Raul Ruiz [D, 2013-2022]",Democrat
412520,CA,41,Nay,"Rep. Mark Takano [D, 2013-2022]",Democrat
412521,CA,47,Nay,"Rep. Alan Lowenthal [D, 2013-2022]",Democrat
412522,CA,51,Nay,"Rep. Juan Vargas [D, 2013-2022]",Democrat
412523,CA,52,Nay,"Rep. Scott Peters [D, 2013-2022]",Democrat
412524,CT,5,Nay,"Rep. Elizabeth Esty [D, 2013-2018]",Democrat
412525,FL,3,Yea,"Rep. Ted Yoho [R, 2013-2020]",Republican
412526,FL,6,Yea,"Rep. Ron DeSantis [R, 2013-2018]",Republican
412529,FL,21,Nay,"Rep. Lois Frankel [D, 2017-2022]",Democrat
412531,GA,9,Yea,"Rep. Doug Collins [R, 2013-2020]",Republican
412532,HI,2,Nay,"Rep. Tulsi Gabbard [D, 2013-2020]",Democrat
412534,IL,10,Nay,"Rep. Bradley “Brad” Schneider [D, 2017-2022]",Democrat
412536,IL,13,Yea,"Rep. Rodney Davis [R, 2013-2022]",Republican
412537,IL,17,Nay,"Rep. Cheri Bustos [D, 2013-2022]",Democrat
412538,IN,2,Yea,"Rep. Jackie Walorski [R, 2013-2022]",Republican
412539,IN,5,Yea,"Rep. Susan Brooks [R, 2013-2020]",Republican
412540,IN,6,Yea,"Rep. Luke Messer [R, 2013-2018]",Republican
412541,KY,6,Yea,"Rep. Garland “Andy” Barr [R, 2013-2022]",Republican
412543,MA,4,Nay,"Rep. Joseph Kennedy III [D, 2013-2020]",Democrat
412544,MD,6,Nay,"Rep. John Delaney [D, 2013-2018]",Democrat
412546,MI,5,Nay,"Rep. Daniel Kildee [D, 2013-2022]",Democrat
412548,MO,2,Yea,"Rep. Ann Wagner [R, 2013-2022]",Republican
412550,NC,8,Yea,"Rep. Richard Hudson [R, 2013-2022]",Republican
412551,NC,9,Yea,"Rep. Robert Pittenger [R, 2013-2018]",Republican
412552,NC,11,Yea,"Rep. Mark Meadows [R, 2013-2020]",Republican
412553,NC,2,Yea,"Rep. George Holding [R, 2017-2020]",Republican
412555,ND,0,Yea,"Rep. Kevin Cramer [R, 2013-2018]",Republican
412557,NH,2,Nay,"Rep. Ann Kuster [D, 2013-2022]",Democrat
412558,NM,1,Nay,"Rep. Michelle Lujan Grisham [D, 2013-2018]",Democrat
412560,NY,6,Nay,"Rep. Grace Meng [D, 2013-2022]",Democrat
412561,NY,8,Nay,"Rep. Hakeem Jeffries [D, 2013-2022]",Democrat
412562,NY,18,Nay,"Rep. Sean Maloney [D, 2013-2022]",Democrat
412563,NY,27,Yea,"Rep. Chris Collins [R, 2013-2019]",Republican
412564,OH,2,Yea,"Rep. Brad Wenstrup [R, 2013-2022]",Republican
412565,OH,3,Nay,"Rep. Joyce Beatty [D, 2013-2022]",Democrat
412566,OH,14,Yea,"Rep. David Joyce [R, 2013-2022]",Republican
412568,OK,2,Yea,"Rep. Markwayne Mullin [R, 2013-2022]",Republican
412569,PA,4,Yea,"Rep. Scott Perry [R, 2013-2018]",Republican
412570,PA,12,Yea,"Rep. Keith Rothfus [R, 2013-2018]",Republican
412571,PA,17,Nay,"Rep. Matthew “Matt” Cartwright [D, 2013-2018]",Democrat
412572,SC,7,Yea,"Rep. Tom Rice [R, 2013-2022]",Republican
412574,TX,14,Yea,"Rep. Randy Weber Sr. [R, 2013-2022]",Republican
412575,TX,16,Nay,"Rep. Beto O’Rourke [D, 2013-2018]",Democrat
412576,TX,20,Nay,"Rep. Joaquin Castro [D, 2013-2022]",Democrat
412578,TX,25,Yea,"Rep. Roger Williams [R, 2013-2022]",Republican
412579,TX,33,Nay,"Rep. Marc Veasey [D, 2013-2022]",Democrat
412580,TX,34,Nay,"Rep. Filemon Vela [D, 2013-2022]",Democrat
412581,UT,2,Yea,"Rep. Chris Stewart [R, 2013-2022]",Republican
412583,WA,6,Nay,"Rep. Derek Kilmer [D, 2013-2022]",Democrat
412584,WA,10,Nay,"Rep. Denny Heck [D, 2013-2020]",Democrat
412585,WI,2,Nay,"Rep. Mark Pocan [D, 2013-2022]",Democrat
412595,IL,2,Nay,"Rep. Robin Kelly [D, 2013-2022]",Democrat
412596,MO,8,Yea,"Rep. Jason Smith [R, 2013-2022]",Republican
412600,MA,5,Nay,"Rep. Katherine Clark [D, 2013-2022]",Democrat
412601,AL,1,Yea,"Rep. Bradley Byrne [R, 2014-2020]",Republican
412605,VA,7,Yea,"Rep. David “Dave” Brat [R, 2014-2018]",Republican
412606,NJ,1,Nay,"Rep. Donald Norcross [D, 2014-2022]",Democrat
412607,NC,12,Nay,"Rep. Alma Adams [D, 2014-2022]",Democrat
412608,AL,6,Yea,"Rep. Gary Palmer [R, 2015-2022]",Republican
412609,AR,2,Yea,"Rep. French Hill [R, 2015-2022]",Republican
412610,AR,4,Yea,"Rep. Bruce Westerman [R, 2015-2022]",Republican
412611,AZ,2,Yea,"Rep. Martha McSally [R, 2015-2018]",Republican
412612,AZ,7,Nay,"Rep. Ruben Gallego [D, 2015-2022]",Democrat
412613,CA,11,Nay,"Rep. Mark DeSaulnier [D, 2015-2022]",Democrat
412614,CA,25,Yea,"Rep. Steve Knight [R, 2015-2018]",Republican
412615,CA,31,Nay,"Rep. Pete Aguilar [D, 2015-2022]",Democrat
412616,CA,33,Nay,"Rep. Ted Lieu [D, 2015-2022]",Democrat
412617,CA,35,Nay,"Rep. Norma Torres [D, 2015-2022]",Democrat
412618,CA,45,Yea,"Rep. Mimi Walters [R, 2015-2018]",Republican
412619,CO,4,Nay,"Rep. Ken Buck [R, 2015-2022]",Republican
412621,FL,26,Yea,"Rep. Carlos Curbelo [R, 2015-2018]",Republican
412622,GA,1,Yea,"Rep. Earl “Buddy” Carter [R, 2015-2022]",Republican
412623,GA,10,Yea,"Rep. Jody Hice [R, 2015-2022]",Republican
412624,GA,11,Yea,"Rep. Barry Loudermilk [R, 2015-2022]",Republican
412625,GA,12,Yea,"Rep. Rick Allen [R, 2015-2022]",Republican
412627,IA,1,Nay,"Rep. Rod Blum [R, 2015-2018]",Republican
412628,IA,3,Yea,"Rep. David Young [R, 2015-2018]",Republican
412629,IL,12,Yea,"Rep. Mike Bost [R, 2015-2022]",Republican
412630,LA,5,Yea,"Rep. Ralph Abraham [R, 2015-2020]",Republican
412631,LA,6,Yea,"Rep. Garret Graves [R, 2015-2022]",Republican
412632,MA,6,Nay,"Rep. Seth Moulton [D, 2015-2022]",Democrat
412633,ME,2,Yea,"Rep. Bruce Poliquin [R, 2015-2018]",Republican
412634,MI,4,Yea,"Rep. John Moolenaar [R, 2015-2022]",Republican
412635,MI,8,Yea,"Rep. Mike Bishop [R, 2015-2018]",Republican
412636,MI,11,Yea,"Rep. Dave Trott [R, 2015-2018]",Republican
412637,MI,12,Nay,"Rep. Debbie Dingell [D, 2015-2022]",Democrat
412638,MI,14,Nay,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat
412639,MN,6,Yea,"Rep. Tom Emmer [R, 2015-2022]",Republican
412641,NC,7,Yea,"Rep. David Rouzer [R, 2015-2022]",Republican
412643,NJ,3,Yea,"Rep. Tom MacArthur [R, 2015-2018]",Republican
412644,NJ,12,Nay,"Rep. Bonnie Watson Coleman [D, 2015-2022]",Democrat
412646,NY,1,Yea,"Rep. Lee Zeldin [R, 2015-2022]",Republican
